"입암면","10세",18,X,10
"입암면","11세",11,8,X
"입암면","12세",17,11,9
"소성면","합계",2033,1944,1913
"소성면","7세",6,6,X
"소성면","8세",6,9,X
"소성면","9세",X,6,7
"소성면","10세",10,7,X
"소성면","11세",7,7,8
"소성면","12세",X,X,X
"고부면","합계",2621,2552,2532
"고부면","7세",8,6,X
"고부면","8세",9,10,X
"고부면","9세",8,X,10
"고부면","10세",7,7,X
"고부면","11세",5,10,6
"고부면","12세",X,7,9
"영원면","합계",1628,1527,1502
"영원면","7세",7,X,5
"영원면","8세",X,5,X
"영원면","9세",7,X,X
"영원면","10세",X,7,X
"영원면","11세",6,6,6
"영원면","12세",6,X,5
"덕천면","합계",1794,1678,1571
"덕천면","7세",X,X,X
"덕천면","8세",5,X,X
"덕천면","9세",X,7,X
"덕천면","10세",6,X,8
"덕천면","11세",X,X,X
"덕천면","12세",7,5,X
"이평면","합계",1959,1833,1774
"이평면","7세",X,6,6
"이평면","8세",7,6,X
"이평면","9세",5,X,8
"이평면","10세",X,7,6
"이평면","11세",X,9,X
"이평면","12세",6,11,7
"정우면","합계",2354,2187,2168
"정우면","7세",12,X,X
"정우면","8세",15,9,X
"정우면","9세",9,9,6
"정우면","10세",12,12,9
"정우면","11세",9,10,10
"정우면","12세",6,X,7
"태인면","합계",3366,3223,3153
"태인면","7세",9,8,11
"태인면","8세",14,11,7
"태인면","9세",14,8,10
"태인면","10세",12,10,10
"태인면","11세",10,21,9
"태인면","12세",21,31,19
"감곡면","합계",2649,2576,2552
"감곡면","7세",6,9,X
"감곡면","8세",7,X,8
"감곡면","9세",5,X,5
"감곡면","10세",X,5,X
"감곡면","11세",6,7,6
"감곡면","12세",X,6,5
"옹동면","합계",1531,1446,1441
"옹동면","7세",X,X,X
"옹동면","8세",11,X,X
"옹동면","9세",5,5,X
"옹동면","10세",X,6,5
"옹동면","11세",8,11,5
"옹동면","12세",8,10,11
"칠보면","합계",2146,1995,1959
"칠보면","7세",9,8,8
"칠보면","8세",13,X,9
"칠보면","9세",14,10,X
"칠보면","10세",15,6,8
"칠보면","11세",9,6,6
"칠보면","12세",11,9,5
"산내면","합계",1137,1085,1112
"산내면","7세",6,X,X
"산내면","8세",X,X,X
"산내면","9세",9,X,X
"산내면","10세",6,6,X
"산내면","11세",7,5,6
"산내면","12세",X,7,X
"산외면","합계",1945,1805,1803
"산외면","7세",X,X,X
"산외면","8세",13,5,X
"산외면","9세",5,7,X
"산외면","10세",10,X,8
"산외면","11세",X,8,X
"산외면","12세",9,X,5
"수성동","합계",17379,16490,16474
"수성동","7세",162,134,105
"수성동","8세",180,147,136
"수성동","9세",218,145,150
"수성동","10세",176,153,148
"수성동","11세",165,173,162
"수성동","12세",189,189,171
"장명동","합계",3098,2824,2790
"장명동","7세",14,17,12
"장명동","8세",16,20,18
"장명동","9세",28,22,20
"장명동","10세",18,14,21
"장명동","11세",19,16,14
"장명동","12세",23,30,18
"내장상동","합계",20463,20570,20490
"내장상동","7세",187,194,163
"내장상동","8세",228,213,198
"내장상동","9세",255,210,210
"내장상동","10세",236,205,206
"내장상동","11세",245,247,208
"내장상동","12세",283,279,255
"시기동","합계",3394,3126,3095
"시기동","7세",26,8,12
